LotArea,MiscVal,GrLivArea,2ndFlrSF,1stFlrSF,Optimal_Cluster
8450.0,0.0,1710.0,854.0,856.0,2
9600.0,0.0,1262.0,0.0,1262.0,1
11250.0,0.0,1786.0,866.0,920.0,2
9550.0,0.0,1717.0,756.0,961.0,2
14260.0,0.0,2198.0,1053.0,1145.0,5
14115.0,700.0,1362.0,566.0,796.0,2
10084.0,0.0,1694.0,0.0,1694.0,0
10382.0,350.0,2090.0,983.0,1107.0,5
6120.0,0.0,1774.0,752.0,1022.0,2
7420.0,0.0,1077.0,0.0,1077.0,1
11200.0,0.0,1040.0,0.0,1040.0,1
11924.0,0.0,2324.0,1142.0,1182.0,5
12968.0,0.0,912.0,0.0,912.0,1
10652.0,0.0,1494.0,0.0,1494.0,0
10920.0,0.0,1253.0,0.0,1253.0,1
6120.0,0.0,854.0,0.0,854.0,1
11241.0,700.0,1004.0,0.0,1004.0,1
10791.0,500.0,1296.0,0.0,1296.0,1
13695.0,0.0,1114.0,0.0,1114.0,1
7560.0,0.0,1339.0,0.0,1339.0,1
14215.0,0.0,2376.0,1218.0,1158.0,5
7449.0,0.0,1108.0,0.0,1108.0,1
9742.0,0.0,1795.0,0.0,1795.0,0
4224.0,0.0,1060.0,0.0,1060.0,1
8246.0,0.0,1060.0,0.0,1060.0,1
14230.0,0.0,1600.0,0.0,1600.0,0
7200.0,0.0,900.0,0.0,900.0,1
11478.0,0.0,1704.0,0.0,1704.0,0
16321.0,0.0,1600.0,0.0,1600.0,0
6324.0,0.0,520.0,0.0,520.0,1
8500.0,0.0,1317.0,668.0,649.0,2
8544.0,0.0,1228.0,0.0,1228.0,1
11049.0,0.0,1234.0,0.0,1234.0,1
10552.0,0.0,1700.0,0.0,1700.0,0
7313.0,0.0,1561.0,0.0,1561.0,0
13418.0,0.0,2452.0,1320.0,1132.0,5
10859.0,0.0,1097.0,0.0,1097.0,1
8532.0,0.0,1297.0,0.0,1297.0,1
7922.0,0.0,1057.0,0.0,1057.0,1
6040.0,0.0,1152.0,0.0,1152.0,1
8658.0,0.0,1324.0,0.0,1324.0,1
16905.0,0.0,1328.0,0.0,1328.0,0
9180.0,0.0,884.0,0.0,884.0,1
9200.0,0.0,938.0,0.0,938.0,1
7945.0,0.0,1150.0,0.0,1150.0,1
7658.0,0.0,1752.0,0.0,1752.0,0
12822.0,0.0,2149.0,631.0,1518.0,5
11096.0,0.0,1656.0,0.0,1656.0,0
4456.0,0.0,1452.0,716.0,736.0,2
7742.0,0.0,955.0,0.0,955.0,1
13869.0,0.0,1470.0,676.0,794.0,2
6240.0,400.0,1176.0,0.0,816.0,1
8472.0,0.0,816.0,0.0,816.0,1
50271.0,0.0,1842.0,0.0,1842.0,0
7134.0,0.0,1360.0,0.0,1360.0,1
10175.0,0.0,1425.0,0.0,1425.0,0
2645.0,0.0,1739.0,756.0,983.0,2
11645.0,0.0,1720.0,860.0,860.0,2
13682.0,0.0,2945.0,1519.0,1426.0,5
7200.0,0.0,780.0,0.0,780.0,1
13072.0,0.0,1158.0,0.0,1158.0,1
7200.0,0.0,1111.0,530.0,581.0,2
6442.0,0.0,1370.0,0.0,1370.0,1
10300.0,0.0,1710.0,808.0,902.0,2
9375.0,0.0,2034.0,977.0,1057.0,2
9591.0,0.0,2473.0,1330.0,1143.0,5
19900.0,0.0,2207.0,0.0,2207.0,0
10665.0,0.0,1479.0,0.0,1479.0,0
4608.0,0.0,747.0,0.0,747.0,1
15593.0,0.0,2287.0,983.0,1304.0,5
13651.0,0.0,2223.0,0.0,2223.0,0
7599.0,0.0,845.0,0.0,845.0,1
10141.0,0.0,1718.0,833.0,885.0,2
10200.0,0.0,1086.0,0.0,1086.0,1
5790.0,0.0,1605.0,765.0,840.0,2
1596.0,0.0,988.0,462.0,526.0,2
8475.0,0.0,952.0,0.0,952.0,1
8635.0,0.0,1285.0,213.0,1072.0,1
10778.0,0.0,1768.0,0.0,1768.0,0
10440.0,0.0,1230.0,548.0,682.0,2
13000.0,0.0,2142.0,960.0,1182.0,5
4500.0,0.0,1337.0,0.0,1337.0,1
10206.0,0.0,1563.0,0.0,1563.0,0
8892.0,0.0,1065.0,0.0,1065.0,1
8530.0,700.0,1474.0,670.0,804.0,2
16059.0,0.0,2417.0,1116.0,1301.0,5
11911.0,0.0,1560.0,876.0,684.0,2
3951.0,0.0,1224.0,612.0,612.0,2
8470.0,0.0,1526.0,0.0,1013.0,1
8070.0,0.0,990.0,0.0,990.0,1
7200.0,0.0,1040.0,0.0,1040.0,1
8500.0,0.0,1235.0,0.0,1235.0,1
13360.0,0.0,964.0,0.0,964.0,1
7200.0,0.0,2291.0,1031.0,1260.0,5
9337.0,0.0,1786.0,881.0,905.0,2
9765.0,480.0,1470.0,790.0,680.0,2
10264.0,0.0,1588.0,0.0,1588.0,0
10921.0,0.0,960.0,0.0,960.0,1
10625.0,400.0,835.0,0.0,835.0,1
9320.0,400.0,1225.0,0.0,1225.0,1
10603.0,0.0,1610.0,0.0,1610.0,0
9206.0,0.0,1732.0,755.0,977.0,2
7018.0,0.0,1535.0,0.0,1535.0,0
10402.0,0.0,1226.0,0.0,1226.0,1
7758.0,0.0,1818.0,592.0,1226.0,2
9375.0,0.0,1992.0,939.0,1053.0,2
10800.0,450.0,1047.0,0.0,1047.0,1
6000.0,0.0,789.0,0.0,789.0,1
8500.0,0.0,1517.0,520.0,997.0,2
11751.0,0.0,1844.0,0.0,1844.0,0
9525.0,0.0,1855.0,639.0,1216.0,2
7750.0,0.0,1430.0,656.0,774.0,2
9965.0,0.0,2696.0,1414.0,1282.0,5
21000.0,0.0,2259.0,0.0,2259.0,0
7259.0,0.0,2320.0,884.0,1436.0,5
3230.0,0.0,1458.0,729.0,729.0,2
11616.0,0.0,1092.0,0.0,1092.0,1
8536.0,0.0,1125.0,0.0,1125.0,1
12376.0,0.0,3222.0,1523.0,1699.0,5
8461.0,0.0,1456.0,728.0,728.0,2
21453.0,0.0,988.0,0.0,988.0,1
6060.0,0.0,1123.0,351.0,772.0,1
9464.0,0.0,1080.0,0.0,1080.0,1
7892.0,0.0,1199.0,0.0,1199.0,1
17043.0,0.0,1586.0,0.0,1586.0,0
6780.0,0.0,754.0,0.0,520.0,1
4928.0,0.0,958.0,0.0,958.0,1
4388.0,0.0,840.0,0.0,840.0,1
7590.0,0.0,1348.0,688.0,660.0,2
8973.0,0.0,1053.0,0.0,1053.0,1
14200.0,0.0,2157.0,941.0,1216.0,5
12224.0,0.0,2054.0,1032.0,1022.0,5
7388.0,0.0,1327.0,0.0,1327.0,1
6853.0,0.0,1296.0,0.0,1296.0,1
10335.0,0.0,1721.0,0.0,1721.0,0
10400.0,0.0,1682.0,0.0,1682.0,0
10355.0,0.0,1214.0,0.0,1214.0,1
11070.0,0.0,1959.0,0.0,1959.0,0
9066.0,0.0,1852.0,848.0,1004.0,2
15426.0,0.0,1764.0,836.0,928.0,2
10500.0,0.0,864.0,0.0,864.0,1
11645.0,0.0,1734.0,0.0,1734.0,0
8520.0,0.0,1385.0,475.0,910.0,2
10335.0,0.0,1501.0,0.0,1501.0,0
9100.0,0.0,1728.0,0.0,1728.0,0
2522.0,0.0,1709.0,739.0,970.0,2
6120.0,0.0,875.0,0.0,875.0,1
9505.0,0.0,2035.0,1151.0,884.0,2
7500.0,0.0,1080.0,0.0,1080.0,1
6240.0,0.0,1344.0,448.0,896.0,2
10356.0,0.0,969.0,0.0,969.0,1
13891.0,0.0,1710.0,0.0,1710.0,0
14803.0,0.0,1993.0,896.0,1097.0,5
13500.0,0.0,1252.0,0.0,1252.0,1
11340.0,0.0,1200.0,0.0,1200.0,1
9600.0,0.0,1096.0,524.0,572.0,2
7200.0,0.0,1040.0,0.0,1040.0,1
12003.0,0.0,1968.0,1194.0,774.0,2
12552.0,0.0,1947.0,956.0,991.0,2
19378.0,0.0,2462.0,1070.0,1392.0,5
11120.0,0.0,1232.0,0.0,1232.0,1
13688.0,0.0,2668.0,1096.0,1572.0,5
12182.0,0.0,1541.0,0.0,1541.0,0
5500.0,0.0,882.0,0.0,882.0,1
5400.0,0.0,1616.0,467.0,1149.0,2
10106.0,0.0,1355.0,547.0,808.0,2
10708.0,0.0,1867.0,0.0,1867.0,0
10562.0,0.0,2161.0,551.0,1610.0,5
8244.0,0.0,1720.0,880.0,840.0,2
16669.0,0.0,1707.0,0.0,1707.0,0
12358.0,0.0,1382.0,0.0,854.0,1
31770.0,0.0,1656.0,0.0,1656.0,0
5306.0,0.0,1767.0,703.0,1064.0,2
10197.0,0.0,1362.0,0.0,1362.0,1
12416.0,0.0,1651.0,0.0,1651.0,0
12615.0,0.0,2158.0,0.0,2158.0,0
10029.0,0.0,2060.0,896.0,1164.0,5
13650.0,0.0,1920.0,668.0,1252.0,2
17423.0,0.0,2234.0,0.0,2234.0,0
8520.0,0.0,968.0,0.0,968.0,1
2117.0,0.0,1525.0,756.0,769.0,2
7588.0,0.0,1802.0,901.0,901.0,2
9060.0,0.0,1340.0,0.0,1340.0,1
11426.0,0.0,2082.0,720.0,1362.0,5
7438.0,0.0,1252.0,316.0,936.0,1
22950.0,0.0,3608.0,1518.0,1518.0,5
9947.0,0.0,1217.0,0.0,1217.0,1
10410.0,0.0,1656.0,704.0,808.0,2
7018.0,0.0,1224.0,0.0,1224.0,1
4923.0,0.0,1593.0,0.0,1593.0,0
10570.0,0.0,2727.0,1178.0,1549.0,5
7472.0,0.0,1479.0,754.0,725.0,2
9017.0,0.0,1431.0,0.0,1431.0,0
2522.0,0.0,1709.0,739.0,970.0,2
7180.0,0.0,864.0,0.0,864.0,1
2280.0,0.0,1456.0,601.0,855.0,2
9416.0,0.0,1726.0,0.0,1726.0,0
25419.0,0.0,3112.0,1360.0,1360.0,5
5520.0,0.0,2229.0,929.0,929.0,2
9591.0,0.0,1713.0,0.0,1713.0,0
8546.0,0.0,1121.0,0.0,1121.0,1
10125.0,0.0,1279.0,0.0,1279.0,1
7000.0,0.0,1310.0,445.0,865.0,2
4438.0,0.0,848.0,0.0,848.0,1
3500.0,0.0,1284.0,564.0,720.0,2
11851.0,0.0,1442.0,0.0,1442.0,0
13673.0,0.0,1696.0,0.0,1696.0,0
12493.0,0.0,1100.0,0.0,1100.0,1
14364.0,0.0,2062.0,882.0,1180.0,5
8250.0,0.0,1092.0,0.0,1092.0,1
5604.0,0.0,864.0,0.0,864.0,1
10420.0,0.0,1212.0,0.0,1212.0,1
8640.0,0.0,1852.0,920.0,932.0,2
13568.0,0.0,990.0,0.0,990.0,1
10900.0,450.0,1392.0,703.0,689.0,2
10011.0,0.0,1236.0,0.0,1236.0,1
8450.0,0.0,1436.0,0.0,1436.0,0
9906.0,0.0,1328.0,518.0,810.0,2
15660.0,0.0,1954.0,817.0,1137.0,5
3010.0,0.0,1248.0,0.0,1248.0,1
8990.0,0.0,1498.0,0.0,1498.0,0
8068.0,0.0,2267.0,1257.0,1010.0,5
11475.0,0.0,1552.0,741.0,811.0,2
10500.0,0.0,864.0,0.0,864.0,1
13472.0,0.0,2392.0,0.0,2392.0,0
1680.0,0.0,1302.0,672.0,630.0,2
9950.0,0.0,2520.0,1306.0,1214.0,5
1869.0,0.0,987.0,504.0,483.0,2
8521.0,0.0,912.0,0.0,912.0,1
3182.0,0.0,1555.0,0.0,1555.0,0
8760.0,0.0,1194.0,0.0,1194.0,1
15138.0,0.0,2794.0,1304.0,1490.0,5
1680.0,0.0,987.0,504.0,483.0,2
10650.0,0.0,894.0,0.0,894.0,1
7851.0,0.0,1960.0,1100.0,860.0,2
1680.0,0.0,987.0,504.0,483.0,2
8773.0,0.0,1414.0,0.0,1414.0,0
9453.0,0.0,1744.0,730.0,1014.0,2
12030.0,0.0,1694.0,0.0,1694.0,0
8741.0,0.0,1487.0,689.0,798.0,2
9000.0,0.0,1566.0,0.0,1566.0,0
3880.0,0.0,866.0,0.0,866.0,1
5000.0,0.0,1440.0,551.0,889.0,2
10762.0,0.0,1217.0,591.0,626.0,2
8880.0,0.0,2110.0,888.0,1222.0,5
10400.0,0.0,1872.0,0.0,1872.0,0
9142.0,0.0,1928.0,1020.0,908.0,2
11310.0,0.0,1375.0,0.0,1375.0,0
11317.0,0.0,1668.0,828.0,840.0,2
159000.0,500.0,2144.0,700.0,1444.0,3
5350.0,450.0,1306.0,0.0,1306.0,1
4750.0,0.0,1625.0,0.0,1625.0,0
8366.0,0.0,1640.0,842.0,798.0,2
9350.0,0.0,1302.0,0.0,1302.0,1
8400.0,0.0,1314.0,0.0,1314.0,1
8738.0,0.0,2291.0,1286.0,1005.0,5
8791.0,0.0,1728.0,864.0,864.0,2
8814.0,0.0,1604.0,0.0,1604.0,0
12435.0,0.0,1792.0,829.0,963.0,2
12702.0,0.0,882.0,0.0,882.0,1
19296.0,0.0,1382.0,0.0,1382.0,0
9588.0,0.0,2574.0,1092.0,1482.0,5
8471.0,0.0,1212.0,0.0,1212.0,1
5500.0,0.0,1316.0,0.0,926.0,1
5232.0,0.0,764.0,0.0,764.0,1
12090.0,0.0,1422.0,0.0,1422.0,0
11207.0,0.0,1511.0,709.0,802.0,2
8400.0,0.0,2192.0,720.0,1052.0,2
6900.0,0.0,778.0,0.0,778.0,1
7917.0,0.0,1113.0,0.0,1113.0,1
10728.0,0.0,1939.0,844.0,1095.0,2
39104.0,0.0,1363.0,0.0,1363.0,0
11764.0,0.0,2270.0,1106.0,1164.0,5
9600.0,0.0,1632.0,0.0,1632.0,0
8314.0,0.0,816.0,0.0,816.0,1
7264.0,0.0,1548.0,596.0,952.0,2
9196.0,0.0,1560.0,0.0,1560.0,0
19138.0,0.0,864.0,0.0,864.0,1
14450.0,0.0,2121.0,0.0,2121.0,0
10005.0,0.0,2022.0,866.0,1156.0,5
11287.0,0.0,1982.0,807.0,1175.0,2
7200.0,0.0,1262.0,0.0,1262.0,1
5063.0,0.0,1314.0,0.0,1314.0,1
9612.0,0.0,1468.0,0.0,1468.0,0
8012.0,0.0,1575.0,0.0,1575.0,0
4251.0,0.0,1250.0,625.0,625.0,2
9786.0,0.0,1734.0,649.0,1085.0,2
8125.0,0.0,858.0,0.0,858.0,1
9819.0,0.0,900.0,0.0,900.0,1
8730.0,0.0,1396.0,698.0,698.0,2
15611.0,0.0,1919.0,840.0,1079.0,2
5687.0,0.0,1716.0,780.0,936.0,2
11409.0,0.0,1716.0,568.0,1148.0,2
16659.0,0.0,2263.0,795.0,1468.0,5
9600.0,0.0,1644.0,0.0,1644.0,0
7937.0,0.0,1003.0,0.0,1003.0,1
13710.0,0.0,1558.0,648.0,910.0,2
7399.0,0.0,1950.0,975.0,975.0,2
11700.0,0.0,1743.0,702.0,1041.0,2
14000.0,0.0,1152.0,0.0,1152.0,1
15750.0,0.0,1336.0,0.0,1336.0,0
16226.0,0.0,2452.0,1242.0,1210.0,5
13704.0,0.0,1541.0,0.0,1541.0,0
9800.0,0.0,894.0,0.0,894.0,1
18386.0,0.0,3493.0,1818.0,1675.0,5
10386.0,0.0,2000.0,0.0,2000.0,0
13474.0,0.0,2243.0,1121.0,1122.0,5
7920.0,0.0,1406.0,371.0,1035.0,2
12342.0,0.0,861.0,0.0,861.0,1
12378.0,0.0,1944.0,0.0,1944.0,0
7685.0,0.0,1501.0,804.0,697.0,2
8000.0,0.0,972.0,0.0,972.0,1
7800.0,0.0,1118.0,325.0,793.0,1
215245.0,0.0,2036.0,0.0,2036.0,3
9600.0,0.0,1641.0,809.0,832.0,2
7795.0,0.0,1432.0,716.0,716.0,2
13005.0,0.0,2353.0,1200.0,1153.0,5
9000.0,0.0,1959.0,871.0,1088.0,2
9900.0,0.0,2646.0,1274.0,1372.0,5
14115.0,0.0,1472.0,0.0,1472.0,0
16259.0,0.0,2596.0,1347.0,1249.0,5
12099.0,0.0,2468.0,1332.0,1136.0,5
10380.0,0.0,2730.0,1177.0,1553.0,5
5820.0,0.0,1163.0,0.0,1163.0,1
11275.0,0.0,2978.0,1080.0,1898.0,5
5000.0,0.0,803.0,0.0,803.0,1
10846.0,0.0,1719.0,0.0,1719.0,0
11600.0,0.0,1383.0,0.0,1383.0,0
11888.0,0.0,2134.0,689.0,1445.0,5
6402.0,0.0,1192.0,596.0,596.0,2
10624.0,0.0,1728.0,0.0,1728.0,0
8176.0,0.0,1056.0,0.0,1056.0,1
10655.0,0.0,1629.0,0.0,1629.0,0
8198.0,0.0,1358.0,0.0,1358.0,1
9042.0,0.0,1638.0,695.0,943.0,2
164660.0,700.0,1786.0,167.0,1619.0,3
14157.0,0.0,1922.0,0.0,1922.0,0
9135.0,0.0,1536.0,0.0,1536.0,0
14145.0,400.0,1621.0,0.0,1621.0,0
12400.0,0.0,1215.0,0.0,1215.0,1
14191.0,0.0,1908.0,915.0,993.0,2
8400.0,0.0,841.0,0.0,841.0,1
8544.0,0.0,1040.0,0.0,1040.0,1
8849.0,0.0,1684.0,0.0,1684.0,0
2592.0,0.0,1112.0,576.0,536.0,2
6435.0,0.0,1577.0,605.0,972.0,2
12772.0,15500.0,958.0,0.0,958.0,4
17600.0,0.0,1478.0,0.0,1478.0,0
2448.0,0.0,1626.0,862.0,764.0,2
20431.0,0.0,2728.0,880.0,1848.0,5
7820.0,0.0,1869.0,0.0,1869.0,0
5271.0,0.0,1453.0,0.0,1453.0,0
9084.0,0.0,1111.0,495.0,616.0,2
8520.0,0.0,720.0,0.0,720.0,1
8400.0,0.0,1595.0,403.0,1192.0,2
11249.0,0.0,1200.0,0.0,1200.0,1
9248.0,0.0,1167.0,0.0,1167.0,1
4224.0,0.0,1142.0,0.0,1142.0,1
6930.0,0.0,1352.0,0.0,1352.0,1
12011.0,0.0,1924.0,838.0,1086.0,2
7540.0,0.0,912.0,0.0,912.0,1
9144.0,0.0,1505.0,517.0,988.0,2
7301.0,0.0,1922.0,1427.0,495.0,2
1680.0,0.0,987.0,504.0,483.0,2
18800.0,0.0,1574.0,784.0,790.0,2
10690.0,0.0,1344.0,672.0,672.0,2
9500.0,0.0,1394.0,0.0,1394.0,0
9150.0,0.0,1431.0,0.0,1431.0,0
7800.0,0.0,1268.0,0.0,1268.0,1
9830.0,0.0,1287.0,0.0,1287.0,1
8121.0,0.0,1664.0,711.0,953.0,2
17120.0,0.0,1588.0,468.0,1120.0,2
7175.0,0.0,752.0,0.0,752.0,1
10634.0,0.0,1319.0,0.0,1319.0,1
8200.0,0.0,1928.0,1081.0,847.0,2
10020.0,0.0,904.0,0.0,904.0,1
8846.0,0.0,914.0,0.0,914.0,1
11143.0,0.0,2466.0,886.0,1580.0,5
11394.0,0.0,1856.0,0.0,1856.0,0
8123.0,0.0,1800.0,793.0,1007.0,2
5000.0,0.0,1691.0,665.0,1026.0,2
7200.0,0.0,1301.0,0.0,1301.0,1
9245.0,0.0,1797.0,858.0,939.0,2
9000.0,0.0,784.0,0.0,784.0,1
53107.0,0.0,1953.0,874.0,1079.0,5
3182.0,0.0,1269.0,0.0,1269.0,1
8410.0,0.0,1184.0,526.0,658.0,2
7200.0,0.0,1125.0,0.0,1125.0,1
9382.0,0.0,1479.0,0.0,1479.0,0
12474.0,0.0,2332.0,590.0,1742.0,5
8405.0,0.0,1367.0,406.0,961.0,2
12209.0,0.0,1961.0,1157.0,804.0,2
8339.0,1200.0,882.0,0.0,882.0,1
7446.0,0.0,788.0,0.0,788.0,1
10134.0,0.0,1034.0,299.0,735.0,1
9571.0,0.0,1144.0,0.0,1144.0,1
7200.0,0.0,894.0,0.0,894.0,1
7590.0,0.0,1812.0,936.0,876.0,2
8967.0,0.0,1077.0,0.0,1077.0,1
8125.0,0.0,1550.0,438.0,1112.0,2
14963.0,0.0,1288.0,0.0,1288.0,1
8767.0,0.0,1310.0,0.0,1310.0,1
10200.0,0.0,672.0,0.0,672.0,1
12090.0,0.0,2263.0,1098.0,1165.0,5
10364.0,0.0,1572.0,766.0,806.0,2
9991.0,0.0,1620.0,0.0,1620.0,0
10480.0,0.0,1639.0,0.0,1166.0,1
15576.0,0.0,1680.0,840.0,840.0,2
14154.0,0.0,2172.0,1101.0,1071.0,5
10800.0,0.0,2078.0,1028.0,1050.0,5
9571.0,0.0,1276.0,0.0,1276.0,1
34650.0,0.0,1056.0,0.0,1056.0,1
4403.0,0.0,1478.0,0.0,1478.0,0
8960.0,0.0,1028.0,0.0,1028.0,1
11228.0,0.0,2097.0,1017.0,1080.0,5
8899.0,0.0,1340.0,0.0,1340.0,1
7844.0,0.0,1400.0,728.0,672.0,2
22420.0,0.0,2624.0,1254.0,1370.0,5
8160.0,0.0,1134.0,378.0,756.0,1
8450.0,0.0,1056.0,0.0,1056.0,1
7060.0,0.0,1344.0,0.0,1344.0,1
16635.0,0.0,1602.0,0.0,1602.0,0
21750.0,0.0,988.0,0.0,988.0,1
9200.0,0.0,2630.0,1160.0,1470.0,5
9000.0,0.0,1196.0,0.0,1196.0,1
3378.0,0.0,1389.0,682.0,707.0,2
12800.0,0.0,1644.0,0.0,1644.0,0
8593.0,0.0,907.0,0.0,907.0,1
6762.0,0.0,1208.0,0.0,1208.0,1
11457.0,0.0,1412.0,0.0,1412.0,0
1680.0,0.0,987.0,504.0,483.0,2
5586.0,0.0,1198.0,110.0,1088.0,1
1920.0,0.0,1365.0,600.0,765.0,2
10839.0,0.0,1604.0,678.0,926.0,2
1890.0,0.0,630.0,0.0,630.0,1
10667.0,0.0,1661.0,834.0,827.0,2
4400.0,0.0,1118.0,384.0,734.0,1
6000.0,0.0,904.0,0.0,904.0,1
4280.0,0.0,694.0,0.0,694.0,1
12354.0,800.0,1196.0,512.0,684.0,2
15431.0,0.0,2402.0,0.0,2402.0,0
12108.0,0.0,1440.0,0.0,1440.0,0
6240.0,0.0,1573.0,445.0,1128.0,2
3922.0,0.0,1258.0,0.0,1258.0,1
8750.0,0.0,1908.0,975.0,933.0,2
9855.0,0.0,1689.0,0.0,1689.0,0
16492.0,0.0,1888.0,0.0,1888.0,0
11214.0,0.0,1886.0,930.0,956.0,2
8600.0,0.0,1376.0,596.0,780.0,2
6000.0,0.0,1183.0,504.0,679.0,2
5684.0,0.0,813.0,0.0,813.0,1
70761.0,0.0,1533.0,0.0,1533.0,0
9303.0,0.0,1756.0,868.0,888.0,2
9000.0,0.0,1590.0,804.0,786.0,2
9297.0,0.0,1728.0,0.0,1728.0,0
9600.0,0.0,1242.0,0.0,1242.0,1
4571.0,0.0,1344.0,720.0,624.0,2
53227.0,0.0,1663.0,0.0,1663.0,0
5100.0,0.0,1666.0,833.0,833.0,2
7015.0,0.0,1203.0,224.0,979.0,1
8004.0,0.0,1935.0,1103.0,832.0,2
7200.0,0.0,1135.0,560.0,575.0,2
8281.0,0.0,864.0,0.0,864.0,1
11988.0,0.0,1660.0,811.0,849.0,2
8430.0,0.0,1040.0,0.0,1040.0,1
3072.0,0.0,1414.0,0.0,1414.0,1
10628.0,0.0,1277.0,0.0,1277.0,1
9480.0,0.0,1644.0,756.0,888.0,2
11428.0,0.0,1634.0,0.0,1634.0,0
9291.0,0.0,1710.0,878.0,832.0,2
6820.0,0.0,1502.0,0.0,1502.0,0
11952.0,0.0,1969.0,808.0,1161.0,2
3675.0,0.0,1072.0,0.0,1072.0,1
14977.0,0.0,1976.0,0.0,1976.0,0
5330.0,0.0,1652.0,0.0,1652.0,0
8480.0,0.0,970.0,0.0,970.0,1
13125.0,0.0,1493.0,0.0,1493.0,0
13693.0,0.0,2643.0,574.0,2069.0,5
10637.0,0.0,1718.0,0.0,1718.0,0
5925.0,0.0,1131.0,0.0,1131.0,1
16033.0,0.0,1850.0,0.0,1850.0,0
11846.0,0.0,1792.0,0.0,1792.0,0
2500.0,0.0,1826.0,910.0,916.0,2
4500.0,0.0,1216.0,0.0,1216.0,1
